user_id,total_orders,total_spending,avg_order_value,total_items,first_order_date,last_order_date,recency_days,order_frequency,age,gender,occupation,monthly_income,family_size,segment
65639,2,959,479.5,14,2018-10-24,2019-03-21,464,0.0135135135135135,24,Male,Employee,10001 to 25000,4,Regular
65640,3,31346,10448.666666666666,56,2018-03-30,2019-07-18,345,0.0063157894736842,23,Female,Student,No Income,4,High-value
65641,3,24824,8274.666666666666,30,2018-04-19,2019-10-01,270,0.0056603773584905,23,Female,Student,No Income,4,High-value
65643,3,20653,6884.333333333333,22,2017-11-24,2019-05-16,408,0.0055762081784386,22,Male,Student,No Income,4,High-value
65644,1,4028,4028.0,8,2018-04-04,2018-04-04,815,1.0,24,Female,Student,10001 to 25000,3,Occasional
65645,1,37,37.0,1,2020-04-27,2020-04-27,61,1.0,25,Female,Student,No Income,3,At-risk
65646,2,3269,1634.5,13,2018-09-13,2019-10-21,250,0.0049627791563275,23,Male,Student,No Income,2,Regular
65650,4,198629,49657.25,87,2018-04-04,2020-02-21,127,0.005813953488372,21,Male,Student,No Income,4,High-value
65651,4,5339,1334.75,10,2017-10-10,2019-12-20,190,0.0049937578027465,22,Female,Student,No Income,3,High-value
65653,1,10495,10495.0,5,2018-08-09,2018-08-09,688,1.0,24,Male,Student,10001 to 25000,4,Occasional
65655,1,88,88.0,1,2019-03-29,2019-03-29,456,1.0,23,Male,Student,No Income,3,At-risk
65657,2,2167,1083.5,3,2018-11-21,2019-05-02,422,0.0123456790123456,23,Male,Student,No Income,3,Regular
65658,4,48685,12171.25,306,2018-01-08,2018-10-11,625,0.0144927536231884,24,Female,Student,No Income,4,High-value
65659,1,250,250.0,1,2019-09-17,2019-09-17,284,1.0,24,Male,Student,No Income,5,At-risk
65660,1,185,185.0,1,2017-12-12,2017-12-12,928,1.0,25,Male,Student,No Income,1,At-risk
65661,2,810,405.0,3,2018-07-20,2020-03-11,108,0.0033333333333333,25,Male,Student,No Income,5,Regular
65662,3,54773,18257.666666666668,43,2017-11-17,2019-11-25,215,0.0040650406504065,28,Male,Self Employeed,10001 to 25000,2,High-value
65663,3,4806,1602.0,9,2018-04-19,2020-01-15,164,0.0047169811320754,27,Female,Employee,25001 to 50000,5,High-value
65665,2,3416,1708.0,26,2018-06-15,2019-06-07,386,0.0056022408963585,22,Male,Student,No Income,2,Regular
65666,1,185,185.0,1,2018-07-30,2018-07-30,698,1.0,24,Female,Student,No Income,3,At-risk
65667,1,74,74.0,1,2019-01-11,2019-01-11,533,1.0,23,Male,Student,No Income,1,At-risk
65668,5,21546,4309.2,11,2018-03-12,2019-09-24,277,0.0089126559714795,25,Male,Student,No Income,1,High-value
65669,3,2523,841.0,4,2018-09-17,2019-12-19,191,0.0065502183406113,23,Female,Student,No Income,5,Regular
65670,1,907,907.0,1,2019-02-12,2019-02-12,501,1.0,23,Female,Student,No Income,5,At-risk
65672,3,5027,1675.6666666666667,20,2018-02-20,2020-04-02,86,0.0038860103626943,32,Female,House wife,No Income,3,High-value
65674,1,5907,5907.0,22,2018-03-20,2018-03-20,830,1.0,23,Male,Student,No Income,2,Occasional
65675,2,6121,3060.5,68,2018-05-24,2019-02-27,486,0.007168458781362,22,Female,Employee,10001 to 25000,3,High-value
65677,2,1473,736.5,11,2017-10-26,2018-10-15,621,0.0056497175141242,26,Male,Employee,25001 to 50000,2,Regular
65678,3,1148,382.6666666666667,3,2017-11-24,2019-07-08,355,0.0050761421319796,28,Male,Employee,More than 50000,3,Regular
65680,3,51060,17020.0,105,2018-06-15,2019-07-30,333,0.0073170731707317,25,Male,Student,No Income,1,High-value
65681,4,20361,5090.25,21,2018-05-03,2019-12-17,193,0.0067453625632377,25,Male,Employee,Below Rs.10000,2,High-value
65682,1,250,250.0,1,2018-03-07,2018-03-07,843,1.0,18,Male,Student,No Income,5,At-risk
65684,4,1611,402.75,7,2017-11-09,2019-01-15,529,0.0092592592592592,25,Male,Student,No Income,1,Regular
65686,2,51176,25588.0,188,2018-03-26,2019-11-20,220,0.0033112582781456,23,Female,Student,No Income,5,High-value
65687,2,78838,39419.0,481,2018-09-11,2020-03-03,116,0.0037105751391465,23,Male,Employee,10001 to 25000,2,High-value
65688,2,5051,2525.5,5,2019-09-24,2019-11-18,222,0.0363636363636363,25,Female,Employee,25001 to 50000,4,High-value
65690,2,1690,845.0,4,2019-06-06,2020-04-14,74,0.0063897763578274,24,Male,Self Employeed,More than 50000,2,Regular
65691,1,167,167.0,1,2018-03-16,2018-03-16,834,1.0,32,Female,Employee,25001 to 50000,5,At-risk
65692,2,1357,678.5,13,2018-02-06,2019-02-05,508,0.0054945054945054,25,Male,Employee,25001 to 50000,3,Regular
65694,2,870,435.0,2,2018-12-04,2019-05-20,404,0.0119760479041916,26,Male,Self Employeed,25001 to 50000,3,Regular
65695,2,11509,5754.5,12,2017-12-08,2020-05-19,39,0.0022396416573348,26,Female,Self Employeed,25001 to 50000,3,High-value
65696,1,477,477.0,4,2019-11-07,2019-11-07,233,1.0,32,Male,Employee,More than 50000,5,At-risk
65697,1,213,213.0,1,2019-02-05,2019-02-05,508,1.0,24,Male,Self Employeed,More than 50000,6,At-risk
65698,4,6523,1630.75,15,2018-12-17,2019-10-29,242,0.0126582278481012,27,Female,Self Employeed,25001 to 50000,3,High-value
65700,1,56,56.0,1,2018-08-06,2018-08-06,691,1.0,25,Male,Student,No Income,4,At-risk
65701,1,440,440.0,3,2018-02-26,2018-02-26,852,1.0,23,Male,Student,No Income,3,At-risk
65702,3,5343,1781.0,7,2018-11-16,2020-02-11,137,0.0066371681415929,23,Female,Student,No Income,4,High-value
65703,1,6931,6931.0,38,2019-08-09,2019-08-09,323,1.0,28,Male,Employee,More than 50000,3,Occasional
65704,2,773,386.5,2,2018-10-11,2019-07-26,337,0.0069444444444444,32,Female,Employee,More than 50000,1,Regular
65705,1,83,83.0,1,2018-03-29,2018-03-29,821,1.0,23,Male,Student,No Income,2,At-risk
65706,3,26611,8870.333333333334,162,2017-10-13,2020-02-05,143,0.0035502958579881,19,Male,Student,No Income,2,High-value
65707,3,6217,2072.333333333333,13,2018-10-18,2019-02-20,493,0.024,19,Female,Student,No Income,4,High-value
65708,1,292,292.0,3,2017-12-05,2017-12-05,935,1.0,27,Female,Employee,25001 to 50000,2,At-risk
65709,1,2296,2296.0,2,2019-09-10,2019-09-10,291,1.0,25,Male,Self Employeed,25001 to 50000,3,Occasional
65710,1,403,403.0,1,2018-10-15,2018-10-15,621,1.0,33,Male,Employee,More than 50000,5,At-risk
65711,3,3329,1109.6666666666667,8,2019-02-08,2020-01-28,151,0.0084745762711864,26,Female,Employee,More than 50000,3,Regular
65712,1,940,940.0,3,2019-07-19,2019-07-19,344,1.0,22,Female,Student,Below Rs.10000,4,At-risk
65713,6,11263,1877.1666666666667,22,2018-04-25,2019-12-17,193,0.0099833610648918,23,Male,Student,No Income,3,High-value
65714,3,3620,1206.6666666666667,16,2017-12-20,2020-02-17,131,0.0038022813688212,22,Female,Student,No Income,3,Regular
65715,4,121250,30312.5,186,2018-12-10,2020-02-28,120,0.0089887640449438,25,Male,Employee,25001 to 50000,2,High-value
65716,3,26935,8978.333333333334,52,2017-10-06,2020-03-31,88,0.0033076074972436,30,Female,House wife,No Income,5,High-value
65718,2,20893,10446.5,288,2019-10-03,2019-10-24,247,0.0952380952380952,25,Male,Employee,10001 to 25000,3,High-value
65719,1,83,83.0,1,2017-11-10,2017-11-10,960,1.0,23,Male,Student,More than 50000,3,At-risk
65720,1,1597,1597.0,1,2020-03-26,2020-03-26,93,1.0,24,Female,Student,No Income,4,Occasional
65723,3,3917,1305.6666666666667,4,2018-02-15,2019-12-12,198,0.0045112781954887,23,Male,Student,More than 50000,3,Regular
65725,1,1625,1625.0,1,2018-01-09,2018-01-09,900,1.0,20,Male,Student,No Income,2,Occasional
65726,1,3333,3333.0,7,2017-12-08,2017-12-08,932,1.0,21,Male,Student,No Income,2,Occasional
65728,1,31074,31074.0,20,2018-04-10,2018-04-10,809,1.0,23,Female,Student,No Income,4,Occasional
65729,3,29050,9683.333333333334,67,2018-03-23,2020-01-09,170,0.0045662100456621,25,Male,Employee,25001 to 50000,3,High-value
65730,1,4032,4032.0,42,2017-11-17,2017-11-17,953,1.0,32,Female,House wife,No Income,3,Occasional
65731,3,2648,882.6666666666666,49,2018-10-19,2020-05-07,51,0.0053003533568904,27,Male,Employee,More than 50000,5,Regular
65733,2,24685,12342.5,90,2019-03-07,2019-04-17,437,0.048780487804878,21,Male,Student,No Income,2,High-value
65735,2,2643,1321.5,4,2018-01-05,2019-06-19,374,0.0037735849056603,25,Male,Employee,10001 to 25000,4,Regular
65736,3,7175,2391.6666666666665,29,2018-01-05,2018-11-09,596,0.0097402597402597,26,Male,Employee,25001 to 50000,3,High-value
65737,2,18588,9294.0,73,2017-10-16,2019-05-07,417,0.0035211267605633,26,Female,Employee,25001 to 50000,3,High-value
65741,1,79,79.0,1,2019-05-03,2019-05-03,421,1.0,25,Male,Self Employeed,More than 50000,2,At-risk
65742,1,139,139.0,2,2018-02-15,2018-02-15,863,1.0,20,Male,Student,No Income,2,At-risk
65743,2,754,377.0,7,2018-05-15,2020-03-25,94,0.0029411764705882,22,Male,Student,No Income,1,Regular
65745,1,2514,2514.0,37,2019-06-03,2019-06-03,390,1.0,27,Male,Employee,25001 to 50000,1,Occasional
65747,1,148,148.0,1,2019-04-23,2019-04-23,431,1.0,24,Male,Employee,Below Rs.10000,2,At-risk
65748,2,468,234.0,2,2017-10-12,2018-05-17,772,0.0092165898617511,23,Female,Employee,10001 to 25000,6,Regular
65749,5,12181,2436.2,14,2018-01-22,2020-03-10,109,0.0064267352185089,22,Male,Student,No Income,2,High-value
65750,4,2524,631.0,9,2018-04-13,2020-04-21,67,0.0054127198917456,26,Male,Self Employeed,More than 50000,3,Regular
65752,2,1250,625.0,3,2019-12-09,2020-04-09,79,0.0163934426229508,25,Female,Self Employeed,25001 to 50000,3,Regular
65753,1,49704,49704.0,101,2018-05-15,2018-05-15,774,1.0,29,Female,Employee,More than 50000,3,Occasional
65754,3,12435,4145.0,43,2018-04-20,2019-07-10,353,0.0067264573991031,23,Male,Student,Below Rs.10000,3,High-value
65755,2,3972,1986.0,13,2017-12-22,2020-02-21,127,0.0025284450063211,22,Female,Employee,25001 to 50000,4,High-value
65756,2,5764,2882.0,18,2018-07-25,2018-08-14,683,0.1,22,Male,Student,No Income,2,High-value
65757,2,555,277.5,2,2018-02-07,2018-10-29,607,0.0075757575757575,32,Female,House wife,No Income,5,Regular
65758,2,2570,1285.0,19,2017-11-07,2018-12-14,561,0.0049751243781094,28,Male,Employee,More than 50000,1,Regular
65759,1,69,69.0,1,2019-01-30,2019-01-30,514,1.0,22,Male,Student,No Income,2,At-risk
65760,2,29505,14752.5,321,2018-10-04,2020-03-12,107,0.0038095238095238,25,Male,Employee,10001 to 25000,2,High-value
65762,3,635,211.66666666666663,4,2018-05-03,2018-12-06,569,0.0138248847926267,31,Male,Self Employeed,More than 50000,6,Regular
65763,1,14940,14940.0,40,2018-11-08,2018-11-08,597,1.0,24,Male,Student,No Income,3,Occasional
65764,1,440,440.0,2,2018-04-23,2018-04-23,796,1.0,24,Male,Employee,25001 to 50000,2,At-risk
65766,2,25908,12954.0,31,2019-02-01,2020-03-17,102,0.0048780487804878,26,Male,Employee,25001 to 50000,2,High-value
65767,2,2643,1321.5,2,2017-11-16,2019-09-27,274,0.0029411764705882,24,Female,Self Employeed,More than 50000,2,Regular
65768,1,278,278.0,1,2020-03-18,2020-03-18,101,1.0,22,Female,Student,No Income,3,At-risk
65769,1,9949,9949.0,7,2020-06-11,2020-06-11,16,1.0,19,Male,Student,No Income,6,Occasional
65770,1,301,301.0,2,2017-12-18,2017-12-18,922,1.0,25,Male,Employee,More than 50000,6,At-risk
65771,4,29078,7269.5,176,2019-04-09,2020-05-28,30,0.0096385542168674,23,Female,House wife,No Income,6,High-value
65773,2,273,136.5,2,2018-06-07,2018-09-03,663,0.0227272727272727,23,Male,Student,No Income,2,Regular
65774,2,416,208.0,2,2018-06-07,2020-06-01,26,0.0027586206896551,24,Male,Student,No Income,5,Regular
65775,1,69,69.0,1,2018-08-06,2018-08-06,691,1.0,22,Female,Employee,25001 to 50000,4,At-risk
65776,1,7542,7542.0,6,2019-08-28,2019-08-28,304,1.0,26,Male,Employee,More than 50000,4,Occasional
65779,2,231,115.5,2,2018-03-20,2019-10-28,243,0.0034071550255536,29,Male,Employee,25001 to 50000,4,Regular
65780,1,796,796.0,4,2018-09-14,2018-09-14,652,1.0,23,Female,Student,No Income,1,At-risk
65781,2,954,477.0,2,2018-06-06,2020-02-25,123,0.0031796502384737,25,Male,Self Employeed,More than 50000,2,Regular
65782,1,1745,1745.0,1,2017-11-03,2017-11-03,967,1.0,29,Female,Employee,25001 to 50000,4,Occasional
65784,2,2259,1129.5,10,2019-03-01,2019-11-20,220,0.0075757575757575,25,Male,Self Employeed,10001 to 25000,3,Regular
65786,1,204,204.0,1,2018-12-03,2018-12-03,572,1.0,23,Male,Student,No Income,3,At-risk
65787,2,7125,3562.5,81,2019-01-09,2019-11-12,228,0.006514657980456,24,Female,Employee,10001 to 25000,4,High-value
65790,2,1301,650.5,10,2019-01-24,2019-10-08,263,0.0077821011673151,26,Male,Employee,10001 to 25000,2,Regular
65791,3,20139,6713.0,33,2017-12-08,2019-03-25,460,0.0063559322033898,31,Female,House wife,No Income,5,High-value
65792,1,30065,30065.0,400,2018-07-13,2018-07-13,715,1.0,27,Female,Self Employeed,25001 to 50000,3,Occasional
65793,1,5250,5250.0,18,2017-12-21,2017-12-21,919,1.0,21,Female,Student,No Income,1,Occasional
65794,1,9167,9167.0,139,2019-06-27,2019-06-27,366,1.0,23,Female,Student,No Income,2,Occasional
65795,1,51884,51884.0,40,2018-10-09,2018-10-09,627,1.0,26,Male,Employee,10001 to 25000,4,Occasional
65796,1,204,204.0,1,2018-02-09,2018-02-09,869,1.0,32,Male,Employee,More than 50000,5,At-risk
65797,1,2968,2968.0,14,2019-07-23,2019-07-23,340,1.0,25,Female,Student,No Income,2,Occasional
65799,3,49000,16333.333333333334,169,2018-04-23,2019-09-17,284,0.005859375,21,Female,Student,No Income,3,High-value
65801,1,4204,4204.0,8,2018-03-19,2018-03-19,831,1.0,26,Female,Self Employeed,10001 to 25000,5,Occasional
65802,2,3204,1602.0,13,2018-06-13,2019-02-01,512,0.0085836909871244,32,Male,Employee,25001 to 50000,3,Regular
65803,4,5204,1301.0,8,2018-02-22,2019-08-23,309,0.0073126142595978,29,Male,Self Employeed,More than 50000,6,High-value
65804,1,2296,2296.0,2,2019-01-15,2019-01-15,529,1.0,21,Male,Student,No Income,5,Occasional
65805,3,54291,18097.0,51,2019-02-05,2019-12-13,197,0.0096463022508038,24,Female,Self Employeed,25001 to 50000,3,High-value
65806,2,5130,2565.0,4,2018-04-23,2019-07-12,351,0.0044943820224719,26,Male,Self Employeed,More than 50000,2,High-value
65807,3,3879,1293.0,37,2018-04-09,2019-05-21,403,0.0073710073710073,25,Male,Employee,More than 50000,3,Regular
65808,3,16783,5594.333333333333,31,2018-08-09,2019-12-06,204,0.006198347107438,29,Male,Employee,25001 to 50000,3,High-value
65811,3,50264,16754.666666666668,103,2018-02-16,2019-07-17,346,0.005813953488372,27,Male,Employee,25001 to 50000,2,High-value
65812,5,6755,1351.0,11,2017-11-02,2020-01-15,164,0.0062189054726368,23,Female,Student,No Income,3,High-value
65813,2,63842,31921.0,48,2018-05-01,2018-08-09,688,0.02,32,Male,Employee,More than 50000,6,High-value
65814,1,435,435.0,1,2018-05-29,2018-05-29,760,1.0,22,Female,Student,No Income,2,At-risk
65816,1,125,125.0,1,2020-05-20,2020-05-20,38,1.0,23,Female,Student,No Income,2,At-risk
65817,3,6069,2023.0,62,2019-04-04,2020-06-24,3,0.0067114093959731,30,Male,Self Employeed,More than 50000,1,High-value
65818,5,6538,1307.6,24,2018-01-24,2020-03-06,113,0.0064766839378238,21,Male,Student,No Income,3,High-value
65819,2,477,238.5,2,2018-06-22,2019-02-06,507,0.0087336244541484,26,Female,Employee,Below Rs.10000,6,Regular
65820,3,1171,390.3333333333333,3,2018-09-25,2020-01-16,163,0.006276150627615,25,Male,Self Employeed,More than 50000,3,Regular
65821,2,1602,801.0,7,2018-06-01,2019-08-30,302,0.0043956043956043,31,Male,Employee,Below Rs.10000,1,Regular
65822,1,185,185.0,1,2018-10-15,2018-10-15,621,1.0,23,Female,Employee,25001 to 50000,2,At-risk
65823,2,5338,2669.0,16,2018-12-18,2020-04-22,66,0.0040733197556008,29,Female,Employee,25001 to 50000,3,High-value
65824,2,4690,2345.0,29,2018-04-23,2019-07-03,360,0.0045871559633027,21,Male,Student,No Income,6,High-value
65825,1,449,449.0,1,2019-05-10,2019-05-10,414,1.0,20,Male,Student,No Income,3,At-risk
65826,1,148,148.0,1,2019-05-21,2019-05-21,403,1.0,22,Male,Employee,10001 to 25000,2,At-risk
65827,1,162,162.0,1,2018-12-05,2018-12-05,570,1.0,30,Female,House wife,No Income,6,At-risk
65828,2,412,206.0,2,2018-04-05,2020-06-08,19,0.0025157232704402,27,Male,Self Employeed,More than 50000,3,Regular
65829,1,97,97.0,1,2018-06-18,2018-06-18,740,1.0,23,Male,Student,No Income,2,At-risk
65830,1,898,898.0,5,2018-07-06,2018-07-06,722,1.0,30,Male,Self Employeed,25001 to 50000,6,At-risk
65832,1,134,134.0,1,2018-02-14,2018-02-14,864,1.0,28,Female,Employee,25001 to 50000,6,At-risk
65833,2,49194,24597.0,301,2018-08-31,2019-11-13,227,0.0045558086560364,30,Male,Self Employeed,More than 50000,6,High-value
65834,2,1079,539.5,4,2019-10-09,2019-11-08,232,0.0666666666666666,24,Female,Employee,25001 to 50000,2,Regular
65837,2,38454,19227.0,20,2017-11-23,2018-01-15,894,0.0377358490566037,25,Male,Self Employeed,More than 50000,4,High-value
65839,2,44088,22044.0,21,2018-11-15,2019-06-07,386,0.0098039215686274,26,Male,Employee,10001 to 25000,3,High-value
65840,2,1375,687.5,6,2019-04-30,2019-08-19,313,0.018018018018018,25,Female,Employee,25001 to 50000,2,Regular
65842,1,1060,1060.0,2,2020-04-08,2020-04-08,80,1.0,26,Female,Employee,25001 to 50000,2,At-risk
65843,2,796,398.0,2,2018-08-01,2019-02-11,502,0.0103092783505154,23,Male,Employee,10001 to 25000,2,Regular
65844,1,42,42.0,1,2020-04-27,2020-04-27,61,1.0,21,Female,Employee,Below Rs.10000,2,At-risk
65846,1,1440,1440.0,2,2017-12-01,2017-12-01,939,1.0,24,Female,Employee,10001 to 25000,2,Occasional
65847,2,5685,2842.5,4,2018-10-02,2019-04-11,443,0.0104712041884816,22,Male,Student,No Income,2,High-value
65848,1,16481,16481.0,53,2018-01-05,2018-01-05,904,1.0,23,Female,Student,No Income,4,Occasional
65850,1,1218,1218.0,2,2019-06-25,2019-06-25,368,1.0,22,Female,Student,No Income,2,Occasional
65851,2,5755,2877.5,23,2020-05-04,2020-05-08,50,0.5,30,Male,Employee,More than 50000,5,High-value
65853,2,615,307.5,2,2018-03-08,2018-03-22,828,0.1428571428571428,19,Male,Student,No Income,6,Regular
65854,3,1278,426.0,6,2018-02-28,2020-01-28,151,0.0042918454935622,21,Female,Student,No Income,2,Regular
65855,2,22148,11074.0,230,2019-04-23,2020-04-23,65,0.0054644808743169,23,Male,Student,No Income,4,High-value
65856,1,42,42.0,1,2020-06-11,2020-06-11,16,1.0,24,Female,Employee,25001 to 50000,3,At-risk
65857,1,444,444.0,5,2019-04-02,2019-04-02,452,1.0,26,Female,Employee,10001 to 25000,2,At-risk
65858,4,944,236.0,4,2017-12-05,2020-04-30,58,0.0045610034207525,26,Female,Student,No Income,2,Regular
65859,1,6389,6389.0,48,2019-01-07,2019-01-07,537,1.0,25,Female,Student,10001 to 25000,2,Occasional
65861,1,319,319.0,1,2019-07-17,2019-07-17,346,1.0,25,Female,Student,No Income,3,At-risk
65862,1,13690,13690.0,37,2020-01-14,2020-01-14,165,1.0,20,Female,Student,No Income,2,Occasional
65864,1,829,829.0,1,2018-07-24,2018-07-24,704,1.0,25,Female,Employee,25001 to 50000,3,At-risk
65865,3,41088,13696.0,45,2018-01-11,2018-09-06,660,0.0126050420168067,24,Female,Student,No Income,5,High-value
65866,2,23338,11669.0,55,2018-03-05,2020-05-21,37,0.0024752475247524,25,Female,Employee,More than 50000,1,High-value
65870,1,926,926.0,1,2018-05-15,2018-05-15,774,1.0,22,Male,Employee,10001 to 25000,1,At-risk
65871,2,20820,10410.0,21,2018-01-08,2019-11-26,214,0.0029112081513828,28,Male,Employee,25001 to 50000,2,High-value
65872,2,10843,5421.5,29,2018-01-23,2018-03-13,837,0.0408163265306122,25,Female,Employee,More than 50000,6,High-value
65873,1,10227,10227.0,7,2017-10-27,2017-10-27,974,1.0,22,Male,Student,Below Rs.10000,3,Occasional
65874,3,2704,901.3333333333334,8,2018-02-08,2019-08-29,303,0.0052910052910052,22,Female,Student,No Income,6,Regular
65876,3,759,253.0,4,2019-06-03,2020-01-15,164,0.0132743362831858,27,Female,Employee,More than 50000,2,Regular
65877,1,167,167.0,1,2018-02-12,2018-02-12,866,1.0,22,Male,Student,No Income,3,At-risk
65879,2,3491,1745.5,152,2017-10-17,2019-05-30,394,0.0033898305084745,23,Female,Student,No Income,2,Regular
65881,2,26042,13021.0,15,2019-04-04,2020-04-23,65,0.0051948051948051,22,Female,Student,No Income,5,High-value
65883,4,2764,691.0,10,2017-11-07,2019-02-26,487,0.0084033613445378,32,Male,Employee,More than 50000,5,Regular
65884,3,1861,620.3333333333334,6,2017-12-12,2019-09-10,291,0.0047095761381475,25,Female,Student,No Income,2,Regular
65885,2,2472,1236.0,14,2017-11-14,2019-07-26,337,0.0032310177705977,28,Male,Self Employeed,10001 to 25000,2,Regular
65886,1,1273,1273.0,1,2018-11-26,2018-11-26,579,1.0,21,Female,Student,No Income,3,Occasional
65887,2,338,169.0,2,2018-04-17,2018-08-10,687,0.017391304347826,24,Male,Student,No Income,2,Regular
65888,4,2080,520.0,4,2017-10-06,2018-09-25,641,0.0112994350282485,26,Female,Self Employeed,10001 to 25000,5,Regular
65890,1,2032,2032.0,6,2019-10-04,2019-10-04,267,1.0,29,Male,Self Employeed,More than 50000,6,Occasional
65891,2,5144,2572.0,8,2018-09-26,2019-01-25,519,0.0165289256198347,21,Male,Student,No Income,5,High-value
65893,3,1374,458.0,4,2017-11-10,2018-10-10,626,0.0089820359281437,26,Male,Self Employeed,More than 50000,2,Regular
65895,1,5333,5333.0,5,2018-07-17,2018-07-17,711,1.0,29,Male,Employee,25001 to 50000,3,Occasional
65896,4,1259,314.75,4,2017-10-11,2019-08-01,331,0.0060698027314112,22,Male,Student,No Income,3,Regular
65897,1,139,139.0,1,2019-04-26,2019-04-26,428,1.0,24,Male,Student,No Income,2,At-risk
65899,1,11176,11176.0,7,2019-01-17,2019-01-17,527,1.0,23,Female,Student,No Income,3,Occasional
65900,2,463,231.5,2,2018-06-12,2020-05-06,52,0.0028818443804034,32,Male,Employee,More than 50000,6,Regular
65901,1,148,148.0,1,2020-03-10,2020-03-10,109,1.0,22,Female,Student,No Income,2,At-risk
65903,2,583,291.5,2,2019-06-20,2020-02-26,122,0.0079681274900398,26,Male,Employee,More than 50000,4,Regular
65904,3,9380,3126.6666666666665,30,2018-06-06,2019-10-24,247,0.0059405940594059,25,Female,Student,No Income,3,High-value
65906,1,36361,36361.0,13,2019-04-05,2019-04-05,449,1.0,29,Male,Employee,25001 to 50000,4,Occasional
65907,1,88,88.0,1,2020-05-11,2020-05-11,47,1.0,23,Female,Student,No Income,1,At-risk
65908,1,6870,6870.0,100,2019-06-27,2019-06-27,366,1.0,25,Male,Self Employeed,More than 50000,2,Occasional
65911,2,13819,6909.5,84,2018-08-01,2018-08-10,687,0.2222222222222222,25,Male,Self Employeed,10001 to 25000,3,High-value
65912,3,17445,5815.0,15,2018-04-25,2019-10-01,270,0.0057251908396946,21,Male,Student,No Income,2,High-value
65914,2,1953,976.5,3,2018-02-19,2020-06-05,22,0.002389486260454,24,Female,Employee,10001 to 25000,4,Regular
65915,1,255,255.0,3,2018-05-28,2018-05-28,761,1.0,22,Male,Self Employeed,10001 to 25000,3,At-risk
65916,2,1130,565.0,2,2017-12-06,2020-01-20,159,0.0025806451612903,28,Male,Employee,25001 to 50000,5,Regular
65918,3,2093,697.6666666666666,8,2018-08-09,2019-07-17,346,0.0087719298245614,22,Female,Employee,25001 to 50000,4,Regular
65919,3,7833,2611.0,5,2018-06-15,2019-11-08,232,0.0058708414872798,26,Male,Employee,More than 50000,4,High-value
65920,1,6574,6574.0,75,2020-02-27,2020-02-27,121,1.0,25,Female,Student,No Income,3,Occasional
65921,1,1102,1102.0,1,2019-10-02,2019-10-02,269,1.0,20,Male,Student,No Income,2,At-risk
65923,1,12171,12171.0,13,2018-07-10,2018-07-10,718,1.0,23,Female,Student,No Income,1,Occasional
65924,2,1158,579.0,2,2018-08-24,2019-04-30,424,0.0080321285140562,25,Male,Self Employeed,More than 50000,2,Regular
65926,1,273,273.0,2,2019-05-08,2019-05-08,416,1.0,27,Male,Self Employeed,25001 to 50000,6,At-risk
65927,2,6495,3247.5,9,2019-07-29,2019-09-16,285,0.0408163265306122,25,Male,Self Employeed,10001 to 25000,3,High-value
65928,2,3431,1715.5,2,2017-10-09,2020-03-11,108,0.002262443438914,21,Male,Student,No Income,2,Regular
65929,3,61583,20527.666666666668,110,2017-11-02,2019-12-13,197,0.0038910505836575,24,Male,Student,No Income,2,High-value
65930,1,241,241.0,1,2018-09-12,2018-09-12,654,1.0,26,Female,Self Employeed,10001 to 25000,5,At-risk
65931,2,33930,16965.0,31,2018-05-01,2020-04-22,66,0.002770083102493,32,Male,Employee,25001 to 50000,3,High-value
65932,3,194306,64768.66666666666,204,2017-12-15,2019-01-17,527,0.007537688442211,29,Male,Self Employeed,More than 50000,6,High-value
65933,4,9870,2467.5,10,2019-01-14,2019-08-22,310,0.0181818181818181,21,Male,Student,No Income,5,High-value
65934,2,282,141.0,2,2018-04-18,2018-07-30,698,0.0194174757281553,24,Female,Self Employeed,25001 to 50000,3,Regular
65936,3,4467,1489.0,12,2018-08-03,2019-10-15,256,0.0068493150684931,31,Male,Employee,More than 50000,3,High-value
65937,2,2301,1150.5,7,2019-05-02,2019-11-29,211,0.0094786729857819,29,Male,Employee,25001 to 50000,3,Regular
65938,2,912,456.0,2,2019-05-06,2019-10-30,241,0.0112994350282485,22,Male,Student,No Income,3,Regular
65939,1,64394,64394.0,56,2017-10-27,2017-10-27,974,1.0,24,Male,Student,No Income,2,Occasional
65940,1,79,79.0,1,2020-04-22,2020-04-22,66,1.0,27,Male,Employee,25001 to 50000,2,At-risk
65941,2,833,416.5,2,2017-12-19,2019-06-21,372,0.0036429872495446,23,Female,Student,No Income,3,Regular
65942,1,69,69.0,1,2018-08-06,2018-08-06,691,1.0,30,Male,Employee,More than 50000,6,At-risk
65943,4,18158,4539.5,40,2017-12-28,2019-02-07,506,0.0098522167487684,22,Female,Student,No Income,2,High-value
65944,1,12843,12843.0,29,2019-07-24,2019-07-24,339,1.0,28,Male,Employee,25001 to 50000,3,Occasional
65947,2,402,201.0,2,2019-01-08,2019-04-18,436,0.02,21,Male,Student,No Income,3,Regular
65949,1,264,264.0,1,2018-04-19,2018-04-19,800,1.0,25,Male,Self Employeed,More than 50000,3,At-risk
65950,3,40366,13455.333333333334,42,2018-01-16,2018-08-10,687,0.0145631067961165,31,Male,Employee,Below Rs.10000,1,High-value
65952,2,5527,2763.5,13,2018-09-13,2019-11-11,229,0.0047169811320754,22,Male,Student,Below Rs.10000,4,High-value
65953,1,120,120.0,1,2018-06-21,2018-06-21,737,1.0,27,Female,Employee,More than 50000,2,At-risk
